Date,Total Revenue,CloudCover,Temperature,WindSpeed,WeatherCode,KielerWeek,Holiday,Easter,Year,Weekday,Season,TempLevel,NextDayHoliday,Revenue prod 1,Revenue prod 2,Revenue prod 3,Revenue prod 4,Revenue prod 5,Revenue prod 6,Total Revenue MA7,Total Revenue MA30,IsSummer
2013-08-07,1528.2338963920583,4.0,19.2125,8.0,,False,False,0.0,2013.0,Wednesday,Summer,medium,False,160.593417296116,519.197204695832,341.483544581514,83.1094116270633,423.850318191533,0.0,1617.018343847369,1561.3148724734601,True
2013-08-08,1499.007507138282,7.0,16.975,12.0,20.0,False,False,0.0,2013.0,Thursday,Summer,low,False,153.099424561652,486.25509543792,298.005519792868,96.7720958104522,464.87537153539,0.0,1615.0545853109215,1565.1113783998414,True
2013-08-09,1525.3931909835096,4.0,20.3375,10.0,21.0,False,False,0.0,2013.0,Friday,Summer,medium,False,125.620344387906,539.975155104136,328.22992428157,81.4817797241125,450.085987485785,0.0,1613.3857750180578,1569.7989534665373,True
2013-08-10,1662.2804720349804,7.0,19.3625,12.0,61.0,False,False,0.0,2013.0,Saturday,Summer,medium,False,185.177162656408,614.511830668785,351.617029216224,59.9811123644503,450.993337129113,0.0,1561.9839883977781,1580.979581490919,True
2013-08-11,1725.3536746947912,7.0,16.3875,9.0,61.0,False,False,0.0,2013.0,Sunday,Summer,low,False,73.2088330039992,666.9113081568,341.033029953849,60.7087857619079,583.491717818235,0.0,1540.0089613767252,1593.3341368627678,True
2013-08-12,1371.9141698482772,7.0,16.45,11.0,63.0,False,False,0.0,2013.0,Monday,Summer,low,False,154.504729536697,510.019126480035,253.6233554703,97.7406166426712,356.026341718574,0.0,1542.6274015609936,1583.6692298032106,True
2013-08-13,1399.566054030156,3.0,16.4,16.0,95.0,False,False,0.0,2013.0,Tuesday,Summer,low,False,134.064451548102,535.403212817658,271.591283834177,113.863641914766,344.643463915453,0.0,1530.2498521602936,1570.7696394281797,True
2013-08-14,1533.033368518948,4.0,18.2625,18.0,61.0,False,False,0.0,2013.0,Wednesday,Summer,medium,False,156.972510536869,520.123590697437,309.116290264651,105.567865241887,441.253111778104,0.0,1530.9354910355635,1572.4719715168665,True
2013-08-15,1445.936606987924,3.0,19.8,8.0,,False,False,0.0,2013.0,Thursday,Summer,medium,False,164.763795399756,538.231262832354,266.575408936199,59.7561020638342,416.610037755781,0.0,1523.3539338712267,1574.828225249522,True
2013-08-16,1361.4457786798198,4.0,23.575,11.0,0.0,False,False,0.0,2013.0,Friday,Summer,medium,False,147.79799759804,552.153714601025,241.76897512804,75.2564619591539,344.468629393561,0.0,1499.9328749706995,1570.9540737493337,True
2013-08-17,1701.8221409441326,6.0,20.55,7.0,0.0,False,False,0.0,2013.0,Saturday,Summer,medium,False,221.630418006017,583.657434231324,280.170045804428,96.5293135082104,519.834929394153,0.0,1505.5816848148643,1581.3563386997598,True
2013-08-18,1673.897714730906,7.0,18.5875,10.0,63.0,False,False,0.0,2013.0,Sunday,Summer,medium,False,92.489778506026,669.186211470815,282.599786111443,150.122396942697,479.499541699925,0.0,1498.2308333914518,1586.250383843098,True
2013-08-19,1376.837922891106,5.0,18.4875,8.0,,False,False,0.0,2013.0,Monday,Summer,medium,False,145.87913275728,499.912512856933,249.391160860983,107.407999333161,374.247117082749,0.0,1498.9342266832846,1572.537113530491,True
2013-08-20,1252.7861094515642,7.0,17.775,8.0,61.0,False,False,0.0,2013.0,Tuesday,Summer,low,False,111.842396126739,478.730297151576,257.620799680939,64.5022565329893,340.090359959321,0.0,1477.9656631720572,1560.9961260518774,True
2013-08-21,1255.9019374005727,5.0,20.125,8.0,,False,False,0.0,2013.0,Wednesday,Summer,medium,False,125.336522713024,440.815636456397,271.133442105753,65.9210119267558,352.695324198643,0.0,1438.375458726575,1551.7782316186285,True
2013-08-22,1314.464436931448,4.0,21.6625,8.0,,False,False,0.0,2013.0,Thursday,Summer,medium,False,132.916428220302,497.731338188322,229.323435589195,111.144301377526,343.348933556103,0.0,1419.5937201470786,1545.2108408405882,True
2013-08-23,1397.1021019374625,1.0,22.0375,14.0,,False,False,0.0,2013.0,Friday,Summer,medium,False,162.958958703106,503.672089526472,260.926195756112,94.2272902889274,375.317567662845,0.0,1424.687480612456,1539.1416807011472,True
2013-08-24,1852.823512770426,0.0,20.85,16.0,5.0,False,False,0.0,2013.0,Saturday,Summer,medium,False,201.543109556297,707.94429725517,282.401869590288,124.737464409769,536.196771958902,0.0,1446.2591051590693,1550.9409797420774,True
2013-08-25,1806.35854658638,0.0,21.3875,16.0,5.0,False,False,0.0,2013.0,Sunday,Summer,medium,False,83.0226725739551,726.257649523775,360.817001197227,141.066888354584,495.194334936839,0.0,1465.1820811384227,1557.7428258332243,True
2013-08-26,1335.476770356454,0.0,20.125,15.0,5.0,False,False,0.0,2013.0,Monday,Summer,medium,False,165.829031676714,451.536740815421,244.936370498996,104.448858869003,368.72576849632,0.0,1459.273345062044,1543.6293499255369,True
2013-08-27,1206.9568569172761,1.0,21.0875,12.0,,False,False,0.0,2013.0,Tuesday,Summer,medium,False,118.473650434102,442.318352086176,251.053043195831,89.3398068106772,305.77200439049,0.0,1452.7263089857172,1525.3344921421365,True
2013-08-28,1189.9601463547679,0.0,21.3,7.0,,False,False,0.0,2013.0,Wednesday,Summer,medium,False,108.876991442649,418.297941202801,225.878194718714,87.5160458910728,349.390973099531,0.0,1443.3060531220306,1512.2981379062262,True
2013-08-29,1226.9744435244093,3.0,20.2125,11.0,,False,False,0.0,2013.0,Thursday,Summer,medium,False,178.178023803315,386.390267686346,198.776407298801,67.1751319746152,396.454612761332,0.0,1430.8074826353109,1499.8357083796923,True
2013-08-30,1230.8254219210733,6.0,19.7875,8.0,5.0,False,False,0.0,2013.0,Friday,Summer,medium,False,133.150828452892,492.141265198519,184.252334847289,77.9353068130843,343.345686609289,0.0,1407.0536712043981,1488.841576418875,True
2013-08-31,1407.8270071434235,5.0,18.35,16.0,21.0,False,False,0.0,2013.0,Saturday,Summer,medium,False,130.821314898435,581.490537751984,265.410807550213,86.0077280021026,344.096618940689,0.0,1343.482741829112,1485.344016093875,True
2013-09-01,1357.25258961663,7.0,15.8625,16.0,61.0,False,False,0.0,2013.0,Sunday,Autumn,medium,False,95.9704314892471,481.584829613001,239.545084070735,139.776992842103,400.375251601544,0.0,1279.3247479762906,1479.3499403133112,False
2013-09-02,987.9570966616532,7.0,16.575,17.0,63.0,False,False,0.0,2013.0,Monday,Autumn,medium,False,138.408723210465,350.023432755307,165.884794599896,97.5577291094531,236.082416986532,0.0,1229.6790803056047,1444.878744256135,False
2013-09-03,1007.9367383256798,7.0,18.225,11.0,21.0,False,False,0.0,2013.0,Tuesday,Autumn,medium,False,138.825618927843,357.401285676803,174.655491296255,66.7042185386037,270.350123886175,0.0,1201.2476347925196,1415.8373400722521,False
2013-09-04,1036.3492750385099,7.0,18.125,5.0,,False,False,0.0,2013.0,Wednesday,Autumn,medium,False,100.221969526295,362.249371679536,162.83743839423,102.369988965095,308.670506473354,0.0,1179.3032246044827,1405.2628129549225,False
2013-09-05,1104.1439817470637,0.0,21.7,8.0,,False,False,0.0,2013.0,Thursday,Autumn,high,False,173.658100347255,400.95010523182,155.795527807677,64.7180977987766,309.022150561535,0.0,1161.7560157791474,1392.5273156853227,False
2013-09-06,1137.1523677303987,0.0,24.7,9.0,,False,False,0.0,2013.0,Friday,Autumn,high,False,171.415179710314,395.673296994009,183.372780096599,79.6716952926438,307.019415636833,0.0,1148.3741508947655,1379.491264729934,False
2013-09-07,1505.9011969610501,6.0,22.7625,7.0,,False,False,0.0,2013.0,Saturday,Autumn,high,False,186.034060963767,591.523547732665,215.339022862711,65.0128197234662,447.991745678441,0.0,1162.384749440141,1379.7210543906929,False
2013-09-08,1496.3184718677348,7.0,20.1625,8.0,61.0,False,False,0.0,2013.0,Sunday,Autumn,high,False,88.8925958109828,576.040699297842,261.723925353895,115.868951321453,453.792300083562,0.0,1182.2513040474416,1378.7518970868339,False
2013-09-09,1002.2125915332035,8.0,11.575,11.0,63.0,False,False,0.0,2013.0,Monday,Autumn,medium,False,169.359968504942,331.981293986457,155.698998919682,78.4321446410245,266.740185481098,0.0,1184.2878033148058,1356.7496344034412,False
2013-09-10,987.4006905061897,6.0,13.5875,11.0,65.0,False,False,0.0,2013.0,Tuesday,Autumn,medium,False,89.6944536084346,363.667829135983,186.631885480156,75.320737395332,272.085784886284,0.0,1181.3540821977356,1332.1512015971546,False
2013-09-11,961.6294394395425,6.0,13.9,8.0,61.0,False,False,0.0,2013.0,Wednesday,Autumn,medium,False,103.363686559795,350.81380789681,156.993834222857,84.1743682721035,266.283742487977,0.0,1170.6798199693117,1318.4750439168636,False
2013-09-12,960.9185525439016,6.0,16.1125,6.0,61.0,False,False,0.0,2013.0,Thursday,Autumn,medium,False,106.474399987548,354.282593212868,128.957531070768,79.9069125959926,291.297115676725,0.0,1150.21904436886,1303.8534605339885,False
2013-09-13,1044.4131932524783,6.0,17.4375,5.0,21.0,False,False,0.0,2013.0,Friday,Autumn,medium,False,122.564626199915,413.041864366013,142.450922270702,60.0423801030524,306.313400312796,0.0,1136.9705908720143,1287.5661213584392,False
2013-09-14,1388.0032063371368,5.0,17.625,10.0,63.0,False,False,0.0,2013.0,Saturday,Autumn,medium,False,174.938807466572,530.825102628704,230.524249936583,68.6316728927997,383.083373412478,0.0,1120.1280207828838,1285.6350080034133,False
2013-09-15,1268.8126467225404,7.0,14.8625,10.0,21.0,False,False,0.0,2013.0,Sunday,Autumn,medium,False,55.1960062296304,494.908185078447,199.525819245624,150.947116904365,368.235519264474,0.0,1087.6271886192847,1282.5472369381705,False
2013-09-16,960.0831498039095,3.0,13.1375,13.0,21.0,False,False,0.0,2013.0,Monday,Autumn,medium,False,146.760234890658,363.701917843028,150.458078596152,68.5094924358894,230.653426038182,0.0,1081.6086969436712,1257.8226039001631,False
2013-09-17,987.3440321601655,5.0,13.1375,10.0,63.0,False,False,0.0,2013.0,Tuesday,Autumn,medium,False,136.118044538363,321.054881338889,121.601419092438,88.0432401860715,320.526447004404,0.0,1081.600602894239,1234.937481147805,False
2013-09-18,958.5633732228488,4.0,13.05,9.0,,False,False,0.0,2013.0,Wednesday,Autumn,medium,False,152.255085210606,327.413713418182,123.430475306719,81.9233275996418,273.5407716877,0.0,1081.1625934347117,1220.9949961588632,False
2013-09-19,995.0860624572204,5.0,14.8375,11.0,63.0,False,False,0.0,2013.0,Thursday,Autumn,medium,False,148.674992078993,362.273757016504,127.595436733938,56.2795004974713,300.262376130314,0.0,1086.0436662794714,1212.404994592385,False
2013-09-20,1070.2218759478337,7.0,13.525,6.0,,False,False,0.0,2013.0,Friday,Autumn,medium,False,110.159250328825,375.16829079452,119.995567870545,87.4952661591497,377.403500794794,0.0,1089.7306209502365,1206.215659210627,False
2013-09-21,1299.6943900674814,7.0,15.35,9.0,,False,False,0.0,2013.0,Saturday,Autumn,medium,False,178.263887943827,525.014097788583,227.17812505778,48.2782247656494,320.960054511642,0.0,1077.1150757688572,1205.7233243151616,False
2013-09-22,1344.3393186626458,6.0,17.1375,14.0,21.0,False,False,0.0,2013.0,Sunday,Autumn,medium,False,86.6668973821597,500.579617827733,216.025597526986,181.071825652617,359.99538027315,0.0,1087.9046003317292,1203.9645648726676,False
2013-09-23,932.4657789829656,7.0,17.3125,14.0,21.0,False,False,0.0,2013.0,Monday,Autumn,medium,False,111.128410563554,339.417738661045,115.173949077037,72.8638989817766,293.881781699553,0.0,1083.959261643023,1173.285973746419,False
2013-09-24,914.6742223348679,8.0,15.7375,10.0,,False,False,0.0,2013.0,Tuesday,Autumn,medium,False,139.64144576808,314.00466178787,107.515311254663,91.9109696976559,261.601833826599,0.0,1073.5778602394091,1143.5631629380352,False
2013-09-25,966.9209453477747,6.0,13.5375,7.0,61.0,False,False,0.0,2013.0,Wednesday,Autumn,medium,False,117.94119333604,333.964687913619,133.455357081465,83.2754466610357,298.284260355615,0.0,1074.7717991143986,1131.2779687710793,False
2013-09-26,1004.2437101233693,1.0,12.9875,12.0,,False,False,0.0,2013.0,Thursday,Autumn,medium,False,203.314345156607,348.862509645868,111.331440019646,52.9418817206733,287.793533580575,0.0,1076.080034495277,1124.520863877949,False
2013-09-27,952.7399318195729,5.0,13.0125,8.0,21.0,False,False,0.0,2013.0,Friday,Autumn,medium,False,135.507291692088,337.894647078396,102.187864090432,93.9440670728549,283.206061885802,0.0,1059.296899619811,1116.6135233934426,False
2013-09-28,1350.0529134563583,0.0,13.1,8.0,,False,False,0.0,2013.0,Saturday,Autumn,medium,False,134.613756840197,578.156874149585,247.995826181906,98.4375774152303,290.84887886944,0.0,1066.4909743896508,1120.7161390578408,False
2013-09-29,1220.5425667105287,3.0,14.175,12.0,,False,False,0.0,2013.0,Sunday,Autumn,medium,False,68.6316896995448,503.155199518292,194.986111359586,148.939102156167,304.830463976939,0.0,1048.8057241107767,1120.3733772174894,False
2013-09-30,1088.6628318742476,1.0,12.825,14.0,,False,False,0.0,2013.0,Monday,Autumn,medium,False,156.502435955326,360.827106059368,141.992865332313,98.1860676233875,331.154356903853,0.0,1071.1195888095313,1109.7345713751834,False
2013-10-01,1035.0741960123707,0.0,12.9125,13.0,5.0,False,False,0.0,2013.0,Tuesday,Autumn,medium,False,123.397540137977,356.816079467772,135.614594111775,67.6549909234488,351.590991371398,0.0,1088.3195850491745,1098.9952915883748,False
2013-10-02,1219.5683746591899,1.0,12.7,10.0,,False,False,0.0,2013.0,Wednesday,Autumn,medium,False,196.720969158391,423.688173539227,156.465804020451,119.813127526207,322.880300414914,0.0,1124.4120749508054,1106.715667521626,False
2013-10-03,1449.987021613767,0.0,11.7625,12.0,5.0,False,False,0.0,2013.0,Thursday,Autumn,medium,True,75.2337302417469,592.567211256288,192.293311340733,148.994652688514,440.898116086485,0.0,1188.089690878005,1121.4506769645623,False
2013-10-04,1192.034068278957,5.0,11.2,8.0,63.0,False,True,0.0,2013.0,Friday,Autumn,medium,True,156.066122625816,501.347948785726,179.301551909794,74.562061444226,280.756383513395,0.0,1222.27456751506,1126.6401700725771,False
2013-10-05,1303.8838669989625,7.0,15.575,8.0,20.0,False,True,0.0,2013.0,Saturday,Autumn,medium,True,152.280762053885,532.496621420318,225.910066727439,66.2032518834826,326.993164913838,0.0,1215.6789894497176,1133.2981662476404,False
2013-10-06,1323.0779850281535,7.0,15.25,6.0,,False,True,0.0,2013.0,Sunday,Autumn,medium,True,92.4805772695364,534.597184990357,225.346819831364,129.952199872951,340.701203063945,0.0,1230.3269063522355,1139.4956868242323,False
2013-10-07,1032.7783396125972,1.0,16.275,7.0,,False,True,0.0,2013.0,Monday,Autumn,medium,True,124.841544023845,372.452301813743,146.80201055568,70.2008226210611,318.481660598268,0.0,1222.343407457714,1123.7249249126173,False
2013-10-08,920.066699108027,6.0,15.1125,8.0,61.0,False,True,0.0,2013.0,Tuesday,Autumn,medium,True,96.867100978839,324.616615610371,179.71807625926,73.2079831960351,245.656923063522,0.0,1205.9137650428077,1104.5165324872937,False
2013-10-09,1035.1309532188438,7.0,14.3125,10.0,21.0,False,True,0.0,2013.0,Wednesday,Autumn,medium,True,149.761758936995,369.540618454844,153.104643981133,101.892689553858,260.831242292014,0.0,1179.565561979901,1105.6138112101482,False
2013-10-10,963.0647997754841,5.0,10.975,6.0,,False,True,0.0,2013.0,Thursday,Autumn,medium,True,119.300284972145,349.149490881751,157.491453078096,70.9668372971161,266.156733546376,0.0,1110.005244574432,1104.8026148524582,False
2013-10-11,942.7444736561224,7.0,13.8625,20.0,10.0,False,True,0.0,2013.0,Friday,Autumn,medium,True,123.2348187168,349.112977802115,166.021960265633,75.3024074738754,229.072309397699,0.0,1074.3924453425986,1104.1731159930107,False
2013-10-12,1129.137465971895,8.0,13.025,21.0,63.0,False,True,0.0,2013.0,Saturday,Autumn,medium,True,140.262421715801,425.070804590291,204.748697582742,85.8339467852549,273.221595297806,0.0,1049.4286737673033,1109.7804131072771,False
2013-10-13,1080.0464069199502,5.0,10.8625,5.0,,False,True,0.0,2013.0,Sunday,Autumn,medium,True,42.9967926268111,452.275706400622,187.165299913108,149.25084502852,248.357762950889,0.0,1014.7098768947028,1110.968186896193,False
2013-10-14,916.6677541944355,2.0,12.525,6.0,,False,True,0.0,2013.0,Monday,Autumn,medium,True,109.863744271226,328.255116835268,155.668175429767,52.4609987818665,270.419718876308,0.0,998.1226504063941,1095.2570051581029,False
2013-10-15,925.6010830449741,7.0,10.6625,4.0,63.0,False,True,0.0,2013.0,Tuesday,Autumn,medium,True,130.431802598324,354.885414944464,127.284237581592,93.0578771174161,219.941750803178,0.0,998.9132766831008,1083.8166197021842,False
2013-10-16,994.0460487740608,8.0,12.275,7.0,,False,True,0.0,2013.0,Wednesday,Autumn,medium,True,146.070583461057,324.757529273156,143.148086490441,91.1515914626467,288.91825808676,0.0,993.0440046195603,1084.9487163345225,False
2013-10-17,883.4950863629008,7.0,12.0,15.0,65.0,False,True,0.0,2013.0,Thursday,Autumn,medium,True,89.9411837855476,324.982641344802,138.523531007126,85.6188586141792,244.428871611246,0.0,981.6769027034769,1081.4870848079468,False
2013-10-18,947.0985668945707,1.0,9.075,9.0,,False,True,0.0,2013.0,Friday,Autumn,low,False,111.233698203856,321.70990029733,154.060413787211,65.0176982906717,295.076856315502,0.0,982.2989160232554,1081.1049245970041,False
2013-10-19,1062.920368941858,7.0,9.45,9.0,,False,False,0.0,2013.0,Saturday,Autumn,medium,False,121.590860465012,379.7774092487,218.403804936665,61.589080615236,281.559213676245,0.0,972.8393307332499,1083.3660681464921,False
2013-10-20,1046.0775401777223,7.0,15.1875,8.0,21.0,False,False,0.0,2013.0,Sunday,Autumn,medium,False,70.1419855298474,437.66111375148,184.738688804128,124.018841960182,229.516910132085,0.0,967.9866354843604,1082.5612569541552,False
2013-10-21,852.7855280984027,7.0,14.2625,8.0,61.0,False,False,0.0,2013.0,Monday,Autumn,medium,False,122.987868193302,312.390458346719,158.600060112572,71.2443638417337,187.562777604076,0.0,958.860603184927,1067.6642948885192,False
2013-10-22,956.7944758371692,2.0,17.6375,7.0,,False,False,0.0,2013.0,Tuesday,Autumn,medium,False,111.927088663048,367.731628638611,124.349835290535,96.9923094777322,255.793613767243,0.0,963.3168021552407,1054.7461334610032,False
2013-10-23,958.0694758951811,6.0,17.675,9.0,,False,False,0.0,2013.0,Wednesday,Autumn,medium,False,125.816016210178,339.191026703081,127.206231759846,94.6638761998211,271.192325022255,0.0,958.1772917439721,1055.5995900247437,False
2013-10-24,1010.5301005647036,5.0,12.6875,12.0,61.0,False,False,0.0,2013.0,Thursday,Autumn,medium,False,123.163406361057,347.147339698928,156.231332746406,95.9995140166535,246.175469323983,41.8130384176761,976.3251509156582,1058.7947859657384,False
